"Annotation","Exposure_ART","MS_IFN_Memory","MS_Stress_IFN_Acute","MS_IFN_Signalling","MS_IFN_Negative_Reg","MS_Exhaustion","MS_Stemness_Naive","MS_Cytotoxicity","MS_Inflammatory_Chemokines","MS_Terminal_Differentiation","MS_Activation","MS_Inflammatory_Cytokines","MS_Glycolysis_Hypoxia","MS_OXPHOS","MS_Fatty_Acid_Oxidation","MS_Proliferation","MS_Apoptosis_Survival","MS_Senescence","MS_Tissue_Residency","PS_Exhaustion_Protein","PS_Activation_Protein","PS_Stemness_Protein","PS_Tissue_Residency_Protein","PS_Senescence_Protein","PS_Terminal_Diff_Protein","IFN_Ratio","Metabolic_Ratio","n_cells"
"TEMRA/CTL CD8","PostART_Suppressed",0.205360086973404,0.0558266242710535,-0.122888524356252,-0.15631770253767,0.11764169833245,-0.656292571327431,1.72629731499343,0.478002666765683,0.381338453362871,-0.220303413486567,-0.0115163139404963,0.0228730719522826,-0.112009724388915,-0.00934596057755491,0.00209620118833946,-0.0706902674438915,-0.0939716071757725,0.0589222850774781,0.0186925613705841,0.110374335262782,1.08399281970364,0.128184213849028,2.50525721624233,1.51553434597771e-05,0.14953346270235,-0.134882796341197,2871
"TEMRA/CTL CD8","PostART_Unsuppressed",0.0621386778006011,0.276644868771715,-0.125150824190631,-0.188882515642208,0.23533049593107,-0.725008087898834,1.629558919365,0.572092683177759,0.483104412527679,-0.0882547448940139,-0.0166922375296065,0.00870665245719506,-0.141115493384392,-0.0261405419789913,-0.00244014250634202,-0.0740806885221818,-0.0696241554552287,0.0675689773528385,0.0626551905555868,0.168027675053531,0.66938916598911,0.0836831548560458,2.54085764027706,0.000250359141739859,-0.214506190971114,-0.149822145841587,2430
"TEMRA/CTL CD8","PreART_Entry",-0.00115795043689772,0.0356388674463713,-0.214769101669592,-0.251346229328923,0.199396154870579,-0.698348566181208,1.98190770969365,0.724806657459582,0.371620480518192,-0.230175230438454,-0.0226814089245738,0.0905795720988791,-0.0799290231412878,0.000105210231251148,0.00709992314488445,-0.0801916702883352,-0.050212232651007,0.0387925033763014,0.0631787845168054,0.199467714929414,0.845896107848872,0.20927580670365,2.25264533169256,0.021626535473877,-0.036796817883269,-0.170508595240167,1881
"Tex CD8","HEU",-0.124638901300006,-0.085375666474035,-0.501162424947501,-0.0882517231868756,-0.0259601879959759,0.268967342046791,-0.628599293302363,-0.304556746831759,-0.285366533314513,-0.488836693791135,-0.039220608054883,0.585893054596487,-0.0225188542747032,0.0686070526685706,0.000125017521482844,-0.107930396730356,-0.107439331526207,-0.123609292162132,0.161589292804997,1.48247158485075,4.41068130185938,0.494940367313348,0.0357221643171155,0,-0.0392632348259714,-0.60841190887119,56
"Tex CD8","HUU",-0.100828327963042,-0.202493866881013,-0.309877788205559,-0.270593643513391,0.0247972472131411,0.300224689855243,-0.392817733454005,-0.112278150806963,-0.260283227837108,-0.485208087352874,-0.0396109738450317,0.0946280548062593,-0.144665456141685,0.0152761078038909,0.00632216730430632,-0.147715219351233,-0.127223831650404,-0.120113539772727,0.0234693101297364,0.631501196029983,4.17302375958767,0.876786679779117,0.200506329927008,0,0.101665538917971,-0.239293510947945,12
"Tex CD8","PostART_Suppressed",0.0592204510132288,0.0308854415406842,-0.313437661057578,-0.18279719451408,0.14742682998152,-0.471018998600529,0.541924129300406,0.258170029269504,0.0868217036672782,-0.125748050900544,-0.0167118847491604,0.0485489017334364,-0.0820714195469339,-0.0448909188177392,0.0166427642922513,-0.0776788814244647,-0.0986958517857541,-0.00581350355289807,0.103880162818315,0.562762147670128,1.49088671507423,0.732462425249547,1.06363658676591,0,0.0283350094725446,-0.13062032128037,170
"Tex CD8","PostART_Unsuppressed",0.0367893423756224,0.139973516266806,-0.220405634538957,-0.152935253499614,0.344524718560057,-0.700479845057108,0.676236965860997,0.431200291405037,0.222511398699779,0.141510724100329,-0.0289852215996198,0.0242198473633749,-0.0608135279291033,-0.0374770309659869,0.0392753786225644,-0.0522933932250486,-0.0569921562656162,0.00153384724388367,0.205688831074441,0.949901101205755,1.24429937640558,0.360481581867661,1.00008060957786,0,-0.103184173891183,-0.0850333752924782,407
"Tex CD8","PreART_Entry",0.0466356146747658,0.0416864343181711,-0.228348835135972,-0.243398702362908,0.318482272621983,-0.676335145096015,1.1137594521408,0.498191427393444,0.0561665979147599,-0.0859974395466477,-0.0243201505000699,0.151298180232185,0.0226410819382158,-0.00170278041477086,0.0535951541406903,-0.0766617486987708,-0.0729453205393995,0.0579520474653834,0.276578401169161,1.07524917265154,1.60990642527525,0.965741739396197,0.727919200367271,0.00220157711847009,0.00494918035659463,-0.128657098293969,429
"Th2/Th17 EM CD4","HEU",-0.0544070545791275,-0.0319252342039072,-0.357264843767859,0.279392909318333,-0.0255591020557217,0.122297346544305,-0.756739453781109,-0.347253349384595,-0.2827486520073,-0.40692948946579,-0.0303031478348782,0.557282719068035,-0.0415513141446341,0.00761579708889338,-0.00360162678598212,-0.109696300964443,-0.0982635125094092,-0.107739870105704,0.167055118362046,1.91216900664542,4.10226609220122,0.26736067235459,0.203814690919013,0.000153665206576262,-0.0224818203752203,-0.598834033212669,664
"Th2/Th17 EM CD4","HUU",-0.0665805997428786,-0.0796409474248714,-0.370963769801339,0.0345429160308757,0.0125414362894933,0.254801709033885,-0.785936079897667,-0.365151260433444,-0.30881937752072,-0.471101267384341,-0.0378572141682461,0.0115965790213989,-0.0630408557732326,-0.00261114166208024,-0.00193473880688174,-0.121683056692233,-0.087861945597431,-0.211966408427584,0.0240271274473532,0.588765856327673,4.39530114101513,0.11159305526034,0.0280647060621379,0,0.0130603476819928,-0.0746374347946315,286
"Th2/Th17 EM CD4","PostART_Suppressed",0.12491974025433,0.039634097148225,-0.315861176259676,0.163941259578691,0.0348498766719623,0.016557077447082,-0.714089658294322,-0.314637788415187,-0.23352487526091,-0.314082139249317,-0.0280423471544165,0.0304853240589457,-0.01785709838132,-0.0400609852312596,-0.00893470197828814,-0.0949042853760968,-0.0612628428374071,-0.121311817511679,0.0439596324502493,0.485840665239497,3.45365474293562,0.272431703507285,0.0815772923372406,0,0.0852856431061053,-0.0483424224402657,1174
"Th2/Th17 EM CD4","PostART_Unsuppressed",0.0705596067142068,0.278609431034508,-0.284589902815386,0.371345137385266,0.107197314065993,0.0852200652894768,-0.711033223451219,-0.316020412791179,-0.203380410650081,-0.184453446531734,-0.0252546078427932,0.0606809374678451,0.00219192340102468,-0.068827778857504,0.00275046294107511,-0.0745757154177874,-0.064569115742865,-0.0525132908629815,0.0838905195174998,0.794101614301929,3.59861359121833,0.168024102464765,0.0640268893090788,0.00162770409028339,-0.208049824320302,-0.0584890140668204,756
"Th2/Th17 EM CD4","PreART_Entry",-0.00935689915659464,-0.00408693294906952,-0.275003682370861,0.192398432638654,-0.00284788363656172,0.170829809402091,-0.727073116586984,-0.338440846875615,-0.299506061679598,-0.397459198841457,-0.0208289772001195,0.358835025388957,-0.0247003925563581,-0.012163955115901,0.00162863570654301,-0.113471082322899,-0.0853743888003556,-0.143699822517535,0.0569496795226959,1.02973705356597,4.43501226839045,0.159391114961126,0.118120146116961,0.000344702256598213,-0.00526996620752512,-0.383535417945315,1570
"TNF+ B cell","PostART_Suppressed",-0.0691690603147182,1.13718970614471,-0.180132557055188,-0.0405623665080668,-0.0940838454901657,-0.20239529988196,-0.694956857055287,-0.271692863919196,-0.183365323926865,0.890509984832296,0.0450394479843214,-0.0764647276873006,-0.263139502411632,-0.0699266912826878,0.0295380113230062,0.055288428129644,0.198472995934867,0.101753117111863,0.53492074062129,1.23010091196362,0.257670394508981,0.318821398483264,0.0444484056592639,0,-1.20635876645943,-0.186674774724332,72
"TNF+ B cell","PostART_Unsuppressed",-0.130139231414233,0.583783856322805,-0.110618209439815,-0.049532971561914,-0.112198662145524,-0.331458229838614,-0.757152242802699,-0.328094395378309,-0.223497164589822,0.703225246610933,-0.0101155225991885,-0.150698853378551,-0.167062139259481,-0.0946390122158691,-0.0130560086330899,-0.054228432543792,0.153059281654675,0.0559719041286136,0.416633956186643,1.69249065074716,0.342014528451417,0.237982721674784,0.0594849400590907,0,-0.713923087737038,-0.0163632858809303,57
"TNF+ B cell","PreART_Entry",0.156355990543304,0.851283714087093,-0.0466807600355454,-0.0769944926687708,-0.118446387044968,-0.130056287152126,-0.733001306776819,-0.19155475705135,-0.257025706119906,0.870172917551776,0.0174147914597536,-0.0422119862790342,-0.297742097964742,-0.0732260155425253,0.0399798369245078,0.0406647699819607,0.365549271580714,0.119078717090184,0.145157954828045,1.24471769254904,1.0060866132907,0.235022340476383,0.0386603602014681,0,-0.694927723543789,-0.255530111685708,10
"Transitional B cell","HEU",-0.0230060536171832,-0.151223823977703,-0.0989409481148695,-0.0910571529302178,-0.12068601773337,-0.267973903765217,-0.765546655235359,-0.328282116672298,-0.262972275809885,0.517725139243033,-0.0385506358611571,0.706428352892007,-0.0656814095894104,0.102541306904919,-0.00358860520833091,-0.10376871007568,0.0169643629650473,-0.0712176977131001,0.149318733585545,2.58564641756405,0.963202115796172,0.823699764722738,0.0984633256259592,0,0.12821777036052,-0.772109762481417,231
"Transitional B cell","HUU",-0.0653828838840052,-0.164968633707097,-0.218722522402167,-0.1957520195048,-0.12703717531832,-0.132701997592528,-0.751963740082044,-0.329232115661752,-0.222944113417844,0.471463529410155,-0.0506732534111643,-0.0330149564380493,-0.10131169004697,0.0912454128939086,-0.0184704801707831,-0.150513377802508,-0.0242786663135373,-0.18742712034953,0.0387731292328128,0.775481851042855,1.91179191353711,0.204922411155079,0.00751436232483465,0,0.0995857498230916,-0.068296733608921,234
"Transitional B cell","PostART_Suppressed",0.0245267810977412,-0.0538453898944645,-0.168006511591557,-0.123996775625523,-0.115458595039697,-0.348116789252096,-0.743127380768882,-0.314739396054853,-0.162704274050848,0.69101678378419,-0.0269392881061019,-0.0460541575472715,-0.0652213092304308,0.00296423429528912,0.00203604300527642,-0.0446266763604341,0.161651508936161,-0.0729287394448546,0.155523863251495,1.59958153813614,0.509967779447837,0.44735576343227,0.0178482227479848,0.00717691492472167,0.0783721709922057,-0.0191671516831593,684
"Transitional B cell","PostART_Unsuppressed",-0.0500718152233459,0.0254185856830847,-0.23888989190873,-0.120809898730234,-0.136307685215933,-0.350438878990237,-0.781896118989901,-0.333440227328282,-0.172202005470197,0.673650875023303,-0.0388099169722712,-0.0744194008193741,-0.0671877145209333,-0.0272688834644341,0.00257097331759718,-0.0754089670826478,0.150775866453222,-0.0705043978499878,0.195414930910609,2.08493898574862,0.537794288881619,0.278978173990023,0.0194398435439674,0,-0.0754904009064306,0.00723168629844085,548
"Transitional B cell","PreART_Entry",0.0691364386522583,0.00584387208673157,0.0698483690698658,0.0269832840950944,-0.124318330392311,-0.364338056878295,-0.7644722316579,-0.330530614333456,-0.24083612089317,0.596924489010069,-0.0180863165082777,0.34738603276621,-0.0389644667518875,0.0478683725437231,-0.00420265819514362,-0.127265419782938,0.0341548204431129,-0.146845839505362,0.0379435623368102,1.38068584884779,1.45733064063049,0.411563248931742,0.0231060709695842,0,0.0632925665655267,-0.386350499518097,1895
"Transitional Memory CD4","HEU",-0.0879669414231568,-0.0501082096867255,-0.311625685776853,0.3617190910885,-0.0616007858292194,0.429253893265998,-0.679271988517209,-0.349858188987186,-0.286163169785959,-0.438968051750274,-0.0308421054054834,0.583215981158068,-0.0812083084112286,0.000636059904917516,0.00113328446230757,-0.129644271145478,-0.0900915724261298,-0.185348230760613,0.0397206140194665,1.80832145963152,5.73485995963586,0.287056125127067,0.0528668668814813,0.000268620687072215,-0.0378587317364313,-0.664424289569297,1111
"Transitional Memory CD4","HUU",-0.091542425293054,-0.118296243652292,-0.400784222234476,-0.039473826700076,-0.0536264929151795,0.574983952699133,-0.681217120525255,-0.347800312715221,-0.281279258945171,-0.496090860588953,-0.0404739650859654,-0.0306234430228023,-0.125798263457699,-0.00742540127765817,0.00877918739958823,-0.159396416460882,-0.091895136539351,-0.279714946277124,0.00499240463634841,0.800979114085678,6.49381351585806,0.157265024562856,0.0125659794351092,0,0.0267538183592376,-0.0951748204348962,444
"Transitional Memory CD4","PostART_Suppressed",0.0913908984540654,-0.0545038405417714,-0.276529122733777,0.168569552198914,-0.0418935203737622,0.541506914375878,-0.716263042459163,-0.319379737416125,-0.257330426442575,-0.280827636431278,-0.032474948904624,-0.111981427158607,-0.0803979871596197,-0.0443926072450965,0.00667576971258972,-0.104642841944265,-0.119385880129914,-0.12054788284871,0.00900894898162806,0.984942699609394,7.10845650005623,0.527555603597662,0.0143060890459933,0,0.145894738995837,0.0315834399989876,410
"Transitional Memory CD4","PostART_Unsuppressed",0.0145539287143776,0.22498747080665,-0.167304613708127,0.490118446115535,0.0350803933699178,0.452777207798309,-0.753856236404535,-0.309051090435608,-0.273231098255443,-0.215119022493691,-0.028076136437345,-0.0144722653955594,-0.0726823094405387,-0.065412925723301,0.0188266020691662,-0.0849065513441096,-0.103450096195883,-0.0754907156543467,0.0460527623196908,1.01897958340044,5.53638943686484,0.152916263537745,0.0555321322353816,0,-0.210433542092273,-0.0582100440449793,155
"Transitional Memory CD4","PreART_Entry",-0.0187482348431166,-0.0447292031099271,-0.183933416707705,0.207763318492492,-0.0589858374190628,0.420982240473591,-0.679343349482578,-0.33689931380052,-0.298769996561156,-0.394921699793338,-0.0153501812812134,0.51686642583067,-0.0671466002428331,-0.0153400531180056,0.000918932034535539,-0.146610668841392,-0.104424798445847,-0.19107225274221,0.0120676399419823,1.07848801587476,6.28506338073816,0.174879521764456,0.0296203631054702,0.000184519364031131,0.0259809682668105,-0.584013026073503,3224
"Treg","HEU",-0.0163034143609663,0.0565793327318073,-0.303056725170634,0.42042735587505,0.241086792824972,0.0855159702636938,-0.747174506686442,-0.347499164262193,-0.268614675028214,-0.354584640873582,-0.0292463260935248,0.424214778448144,-0.0265020529685273,-0.0244429764340834,0.000422251226551712,0.06465426379159,-0.112550475378681,-0.0815349752775813,0.910144540060164,1.3650260077221,2.96541379806657,0.10800390555019,0.153171783913775,0,-0.0728827470927736,-0.450716831416672,307
"Treg","HUU",-0.0835838992136297,-0.0207721275130859,-0.353443165483286,0.15738521178444,0.186251924640164,0.125019396402504,-0.754034192045978,-0.353798030658158,-0.313854364709844,-0.490272729942501,-0.0292513145703921,-0.00544830002890774,-0.0528180728358511,-0.000174038936196014,-0.00542123884101817,0.09794474915913,-0.103069331310384,-0.166411749966668,0.0687834345419117,0.250994831999203,4.50188174493192,0.0558264587637333,0.016416745633049,0.00347279348313238,-0.0628117717005438,-0.0473697728069433,201
"Treg","PostART_Suppressed",0.130035195180661,0.00967849248355493,-0.244692914001346,0.0736016553458648,0.146210128233298,0.171870762518633,-0.722903562677976,-0.322223063026805,-0.263950219955647,-0.30611838441226,-0.0287412994760198,-0.0923140772396849,-0.0583724989372819,-0.0547061208419409,-0.00339064523546762,-0.0603364273179168,-0.0848114832439794,-0.128231753310202,0.255242272744754,0.422012695381169,4.25223551643426,0.139031980272042,0.0250263421084207,0.0015749123368498,0.120356702697106,0.033941578302403,331
"Treg","PostART_Unsuppressed",0.0498403412404686,0.219811263469959,-0.182252898616896,0.323060232287239,0.225887746867433,0.344390564691461,-0.737880698544104,-0.314148717384969,-0.264199455746179,-0.206257307561922,-0.0249162192681606,-0.0564956450206411,-0.0966714990313709,-0.0831927077729542,0.0318143069860245,-0.0426120642433077,-0.0967669264735366,-0.0661415275838617,0.16472334246995,0.492187388555161,4.62695079731061,0.100081733276043,0.0335492895049841,0.000149075002079728,-0.16997092222949,-0.0401758540107298,228
"Treg","PreART_Entry",0.0201636428555475,0.0458181609693909,-0.211053519435841,0.238011591756576,0.179494653272847,0.224431550823596,-0.748868813418037,-0.332068307544925,-0.301645750323878,-0.351910060295055,-0.0122881432684931,0.343810177475796,-0.0192000547219417,-0.0295745365463771,0.00105679673059399,0.0375116005226161,-0.127683100270183,-0.11369171884475,0.190529271565706,0.648724072545252,4.10103364987971,0.090284477488773,0.026395512356267,0,-0.0256545181138435,-0.363010232197738,949
"Tscm CD8","HEU",-0.105644489329893,-0.0802914679077834,-0.42846327775843,-0.0507680132717526,-0.0709507770377808,0.25487416682401,-0.679638076263202,-0.321028534690946,-0.311347848882683,-0.46881518619821,-0.0339877060069042,0.778969958102748,-0.0657863302150546,0.0441384413411786,0.00187791156518461,-0.0970451280184308,-0.0872987222714287,-0.0868208693378726,0.0292620376935704,0.889490844092652,4.58415862057276,0.569662343697185,0.0627164536796348,0,-0.0253530214221094,-0.844756288317803,187
"Tscm CD8","HUU",-0.149235799971209,-0.12801827016366,-0.496267759605682,-0.139684093266614,-0.0813866265758835,0.577209255707596,-0.632907177518029,-0.311872212105157,-0.286403717872589,-0.542180770836587,-0.0381765473584142,-0.00714651213048546,-0.121724876972315,-0.0186224453918613,-0.000113464944149287,-0.112741587399341,-0.0458474272118828,-0.230725937582243,0,0.261135762443155,5.62890569068274,0.280366572703586,0,0,-0.0212175298075496,-0.11457836484183,6
"Tscm CD8","PostART_Suppressed",-0.0390154757058746,-0.14714618796203,-0.50679501738873,0.0891049849926949,-0.0465946743332185,0.261308852563135,-0.662827483622532,-0.210735859100129,-0.270678210306096,-0.32143425958721,-0.0421646984406492,-0.0862229762243946,-0.0955619741969809,0.0561299061274027,-0.0417293611153558,-0.0892630831546267,-0.167843150158942,0.0835343965255656,0.111041957976264,0.300068456779624,4.56704357147468,0.611289697066732,0,0,0.108130712256156,-0.00933899797258628,6
"Tscm CD8","PostART_Unsuppressed",-0.0798856635059065,-0.0172058088193098,-0.365231412787604,0.231651676050647,-0.0219561781246308,0.491741947284774,-0.615486490274801,-0.247557103915526,-0.195636504967045,-0.35759735989338,-0.04391221581271,-0.0574584842594587,-0.118854557183377,-0.0235858178653532,0.00817458225402544,-0.0905713977608852,-0.177121971946142,0.0394539759125164,0.028050403693824,0.322674903850456,4.98500418193959,0.342224457656934,0.142389482671617,0,-0.0626798546865966,-0.0613960729239181,36
"Tscm CD8","PreART_Entry",-0.0894265233601348,-0.119877645941292,-0.408950240102459,-0.123293080311398,-0.0747934657747265,0.290890744235297,-0.6659304748878,-0.303928111216347,-0.331177068086449,-0.477798962252978,-0.0321270740780623,0.767814849002507,-0.0751253713663396,0.02461961645233,-0.0105432565563403,-0.132002699213363,-0.118206189505695,-0.103745926699665,0.00579830447526829,0.719462820961542,4.22629936195788,0.315385916836176,0.0876372024500569,0.00581803391258224,0.0304511225811576,-0.842940220368847,312
"Vd1 gd T cell","HEU",-0.117463464287334,-0.0436637644426432,-0.404713660778152,-0.077956101578751,-0.00577851024372575,0.105880744882402,-0.661936665870738,-0.228206909902641,-0.274703086106309,-0.510916146194536,-0.037533943431968,0.519395118435799,-0.0701440474872606,0.0323999596611838,0.000499288647511838,-0.11633823771025,-0.0686673398685141,-0.0600854058463778,0.149845109735924,0.506211435617437,2.16218637024668,0.291392225103224,0.281756958902294,0.00237616713058523,-0.0737996998446909,-0.589539165923059,435
"Vd1 gd T cell","HUU",-0.139350218670031,-0.156227793068563,-0.406147236534644,-0.229100108405227,0.0564285118082187,0.362261901580549,-0.660194110680673,-0.216311641742128,-0.270776047967244,-0.556761888258715,-0.053594621928086,-0.115351059674909,-0.135197263100254,0.0337958799236906,-0.0119018867468226,-0.149093790438672,-0.0742982725499024,-0.110076469213858,0.0158142941235641,0.0794869596427332,3.08779292286706,0.154040464310748,0.0218000875362625,0,0.016877574398532,-0.019846203425345,133
"Vd1 gd T cell","PostART_Suppressed",0.0564865257814538,-0.0416176528086149,-0.32954239623214,-0.0351835214884321,-0.0112393099962987,0.0726048740691292,-0.521698809774202,-0.118611559880807,-0.119607805229659,-0.406075600617637,-0.0348947862399464,-0.0309881630802674,-0.0776843696872598,-0.0187316827039448,-0.00617093653322973,-0.0785782467711887,-0.0988071394852508,-0.0297627652552219,0.0212073904059208,0.11800459207632,2.45911053339017,0.531027365623827,0.401649028791098,0.000257359178219033,0.0981041785900688,-0.0466962066069923,992
"Vd1 gd T cell","PostART_Unsuppressed",-0.014821263149655,0.0939135070911155,-0.284839678371955,0.0211816168238948,0.0450847247332983,0.218053054694764,-0.521727096952716,-0.163345147320278,-0.143903770053883,-0.360430896113028,-0.0397811188171941,-0.0115498037558223,-0.104489166302747,-0.0410460481359758,-0.00250228486484474,-0.0770196680681853,-0.0956408783427961,-0.0219107095627173,0.0402320977939499,0.239992226301802,3.59132811673283,0.217466408147316,0.32021023706347,0.000638682715659944,-0.10873477024077,-0.0929393625469248,522
"Vd1 gd T cell","PreART_Entry",-0.0599265740958234,-0.0413584275427239,-0.226178830252672,-0.0649228690427204,0.0226103923721476,0.18536843930316,-0.605003226994172,-0.173797439403852,-0.254450319852827,-0.488237655810515,-0.0150152006559091,0.29126029616969,-0.0816867476603972,-0.0137886566711166,-0.000100850081540603,-0.131599016778997,-0.0800295917901916,-0.100747160505134,0.0321128745582399,0.193873668507292,3.10974440283471,0.146117438854398,0.111370292100044,0,-0.0185681465530996,-0.372947043830087,752
"Vg9Vd2 gd T cell","HEU",-0.0250682840984821,0.0199848438286733,-0.350104387329434,-0.1088777858292,-0.021165321323725,-0.387463003385765,0.119221740936152,0.263240805793182,-0.143091432136453,-0.359039162161742,-0.0236752964498285,0.461252385690374,-0.0547302697171438,0.0218011632126034,-0.012298853312108,-0.0815670535328283,0.0272804821225748,0.0670071445808442,0.0384292433960315,1.15162835553324,1.54627118999665,1.26365253187043,2.63246896236023,0.0249615274200698,-0.0450531279271554,-0.515982655407518,119
"Vg9Vd2 gd T cell","HUU",-0.0796541951090658,-0.102672939199112,-0.308702846615256,-0.209009045692796,0.0171087811573041,-0.287377576628767,0.207214798849208,0.425894986518046,-0.0689354916701483,-0.455413051695805,-0.0114989256286167,0.0414686867303353,-0.14242571275073,0.00425789567202671,-0.00802817100241944,-0.113863904248712,0.00716190296191262,0.109817771736367,0.00229045783460719,0.0484766121121855,1.10508036641039,0.411903564668435,0.554290816258851,0,0.0230187440900466,-0.183894399481065,48
"Vg9Vd2 gd T cell","PostART_Suppressed",0.0554566476610587,0.0138456191451084,-0.280556794255531,-0.118235497123176,-0.0102564310375355,-0.392506895940019,0.585740311228581,0.299858644162079,0.0461667197777219,-0.269762946662372,0.0018378579625147,0.0976971874967908,-0.0924997057340176,-0.00987195949857731,-0.0101465285110991,-0.0290482361971418,0.00274282703979197,0.0922685829955417,0.00993836720570528,0.23939109218538,1.00116491979473,0.606039133355003,2.77020365778868,0,0.0416110285159503,-0.190196893230808,718
"Vg9Vd2 gd T cell","PostART_Unsuppressed",0.0667484710358364,0.257020161684023,-0.206947700840485,-0.0966891245835822,0.030286200723246,-0.423047697525459,0.757309889191009,0.418822662449752,0.151356324449192,-0.217717031811242,0.00652207029975224,0.0869646654446166,-0.132534011208271,-0.0429786680364236,-0.022691973430433,-0.0471322750404024,-0.0251109962213791,0.146487974351951,0.0375314338827405,0.19229299788423,1.34486566063692,0.215426338059919,3.00141010327193,0,-0.190271690648187,-0.219498676652887,393
"Vg9Vd2 gd T cell","PreART_Entry",-0.035022647290235,0.0787098038044251,-0.201626288890521,-0.136960162381114,0.0532518382043763,-0.415443548456928,0.601680556721256,0.361632933947376,-0.014222548417744,-0.398609850057036,-0.016918825047576,0.199388763987527,-0.0955364429207383,-0.0119696145500405,-0.0106404515506915,-0.0839481214478965,0.0100109943741066,0.0861517934724949,0.00880076770564377,0.291633779729813,1.71863999695726,0.336141708571141,1.58694403877782,0.00494559651124502,-0.11373245109466,-0.294925206908266,671
